STORE NAME,Executive Name,AREA,PHONE 1,PHONE 2,ADDRESS,CONTACT,MOBILE NUMBERS,WHATSAPP LINK,CALL SUMMARY,,,,,,,,,
YK Opticals Company,,BALLIMARAN,9811978646,,"5113, Ballimaran Rd, Balli Maran, New Krishna Cloth Market, Haveli Haider Kuli, Chandni Chowk, New Delhi, Delhi 110006

",9811978646,9811978646,https://api.whatsapp.com/send?phone=+919811978646,,,,,,,,,,
Naina Opticals,,BALLIMARAN,9811129002,,"Shop No: 2375, Ballimaran Rd, Chhoti Baradari, Chandni Chowk, New Delhi, Delhi 110006

",9811129002,9811129002,https://api.whatsapp.com/send?phone=+919811129002,,,,,,,,,,
RS Opticals,,BALLIMARAN,9213745853,,"Shop No:5126, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",9213745853,9213745853,https://api.whatsapp.com/send?phone=+919213745853,,,,,,,,,,
Shyam Opticals,,BALLIMARAN,,,"5907, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",,,,,,,,,,,,,
Harish Opticals Company,,BALLIMARAN,9811330958,,"Shop No:5077, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",9811330958,9811330958,https://api.whatsapp.com/send?phone=+919811330958,,,,,,,,,,
Rana Optics,,BALLIMARAN,1123985000,,"110, K.K. Street,, opp. Mandir, Fatehpuri, New Delhi, Delhi 110006

",1123985000,,,,,,,,,,,,
Prince Optics,,BALLIMARAN,9711546367,,"Shop No:5085, Opp. Chashma Building, Ballimaran, Chandni Chowk, Delhi 110006

",9711546367,9711546367,https://api.whatsapp.com/send?phone=+919711546367,will confirm later,,,,,,,,,
Shreyans Optics,,BALLIMARAN,8802262206,,"2367, Ballimaran Rd, Balli Maran, Chhoti Baradari, Chandni Chowk, New Delhi, Delhi 110006

",8802262206,8802262206,https://api.whatsapp.com/send?phone=+918802262206,,,,,,,,,,
Sun Optical,,BALLIMARAN,1123831111,,"Shop No.6493, Fatehpuri Chowk, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123831111,,,,,,,,,,,,
Insha Malik Opticals,,BALLIMARAN,1123921386,,"101,Shop No-1,KK Street, Fatehpuri, New Delhi, Delhi 110006

",1123921386,,,,,,,,,,,,
Imrana Opticals,,BALLIMARAN,9811916183,,"Rehman, 5793, Ballimaran Rd, Kucha Natwa, Chandni Chowk, Delhi 110006

",9811916183,9811916183,https://api.whatsapp.com/send?phone=+919811916183,,,,,,,,,,
FM Optics,,BALLIMARAN,9210291817,,"2282, Ballimaran, Qasim Jan Street, Ballimaran, New Delhi, Delhi 110006

",9210291817,9210291817,https://api.whatsapp.com/send?phone=+919210291817,,,,,,,,,,
Asia Opticals,,BALLIMARAN,9873727227,,"1373, Ballimaran Rd, Balli Maran, Baradari, Chandni Chowk, Delhi, 110006

",9873727227,9873727227,https://api.whatsapp.com/send?phone=+919873727227,did not pickup,,,,,,,,,
Allied Opticals,,BALLIMARAN,1123913319,,"279-a, Fatehpuri, Fatehpuri, New Delhi, Delhi 110006

",1123913319,,,,,,,,,,,,
PS Opticals,,BALLIMARAN,9999958873,,"2668, Ballimaran Rd, Balli Maran, Chhoti Baradari, Chandni Chowk, New Delhi, Delhi 110006

",9999958873,9999958873,https://api.whatsapp.com/send?phone=+919999958873,,,,,,,,,,
Mayur Opticals work,,BALLIMARAN,1123921181,,"2377, Chashma Building, Ballimaran, Ballimaran, New Delhi, Delhi 110006

",1123921181,,,,,,,,,,,,
Danish Optics,,BALLIMARAN,1123955527,,"5104, Asiad Mkt., Ballimaran, Chandni Chowk, Charkhiwalan Gali, Balli Maran, Baradari, Old Delhi, New Delhi, Delhi 110006

",1123955527,,,,,,,,,,,,
Noor Optical Store,,BALLIMARAN,9810868208,,"Chandni Chowk Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",9810868208,9810868208,https://api.whatsapp.com/send?phone=+919810868208,,,,,,,,,,
Hind Opticals,,BALLIMARAN,9811293333,,"Shop No. 5097, G F, Katra Bariyan, Balli Maran, Katra Nawab, Chandni Chowk, Delhi, 110006

",9811293333,9811293333,https://api.whatsapp.com/send?phone=+919811293333,,,,,,,,,,
Munna Opticals Co.,,BALLIMARAN,1122186038,,"267, 2nd Floor, Gali Kandle Kashan, Fatehpuri, New Delhi, Delhi 110006

",1122186038,,,,,,,,,,,,
Satnam -Optics Sun City,Puru,BALLIMARAN,9210021000,,"Shop No:5104/1, Asiad Market, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",9210021000,9210021000,https://api.whatsapp.com/send?phone=+919210021000,He will check and tell me later,,,,,,,,,
Super Vision Opticals,,BALLIMARAN,,,"5961/2, Ballimaran Rd, Balli Maran, Katra Rathi, Chandni Chowk, New Delhi, Delhi 110006

",,,,,,,,,,,,,
Singhal Opticals,,BALLIMARAN,1123715056,,"212, Katra Bariyan, Katra Pedan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123715056,,,,,,,,,,,,
Zam Zam Optics,,BALLIMARAN,9811732311,9873793592,"Shop No, 1376, Charkhiwalan Gali, Balli Maran, Haveli Haider Kuli, Chandni Chowk, New Delhi, Delhi 110006

",9811732311,9811732311,https://api.whatsapp.com/send?phone=+919811732311,,,,,,,,,,
SIZ Optics,,BALLIMARAN,7827189073,,"Punjabi phatak, Ballimaran Rd, Chandni Chowk, Delhi, 110006

",7827189073,7827189073,https://api.whatsapp.com/send?phone=+917827189073,,,,,,,,,,
Bhatia Optics,PURU,BALLIMARAN,9810196526,,"2313, Ballimaran Rd, Balli Maran, Baradari, Chandni Chowk, New Delhi, Delhi 110006

",9810196526,9810196526,https://api.whatsapp.com/send?phone=+919810196526,He is ready to be on website,,,,,,,,,
Shri Satnam Optical,,BALLIMARAN,1123992200,,"222, Katra Bariyan, Katra Pedan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123992200,,,,,,,,,,,,
Nishu Opticals,,BALLIMARAN,9810558587,9810558588,"202, Katra Bariyan, Katra Pedan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",9810558587,9810558587,https://api.whatsapp.com/send?phone=+919810558587,,,,,,,,,,
Ashoka Optical Co.,,BALLIMARAN,1141525171,,"Shop No.6503, Fatehpuri Chowk Khari Baoli Road, Chandni Chowk, New Delhi, Delhi 110006

",1141525171,,,,,,,,,,,,
Bright  Vision ,,BALLIMARAN,9999463978,,"2365/A, Ballimaran Rd, Balli Maran, Chhoti Baradari, Chandni Chowk, New Delhi, Delhi 110006

",9999463978,9999463978,https://api.whatsapp.com/send?phone=+919999463978,He is interested ask everything and said will upload it later,,,,,,,,,
KT Optics,,BALLIMARAN,9811504690,,"Shop No:5123/24, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",9811504690,9811504690,https://api.whatsapp.com/send?phone=+919811504690,Wrong number,,,,,,,,,
Evergreen Optics,,BALLIMARAN,1123925486,,"924, Ballimaran Rd, Balli Maran, New Krishna Cloth Market, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",1123925486,,,,,,,,,,,,
DKB Opticals,,BALLIMARAN,1123912680,,"924, Ballimaran Rd, Balli Maran, New Krishna Cloth Market, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",1123912680,,,,,,,,,,,,
Jain Opticians,,BALLIMARAN,1123911273,,"2395-2402, Chashma Building, Ballimaran Street, Ballimaran Street, New Delhi, Delhi 110006

",1123911273,,,,,,,,,,,,
Apex Opticians,,BALLIMARAN,9811131158,,"5181, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",9811131158,9811131158,https://api.whatsapp.com/send?phone=+919811131158,Listen everything and said bta dega aapko,,,,,,,,,
Durga Optical Company,,BALLIMARAN,1123983339,,"217, 1, Gali Kandle Kashan, Balli Maran, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123983339,,,,,,,,,,,,
Jaiswal Opticals,,BALLIMARAN,1122110931,,"Shop No-29, Asiad Market, Ballimaran Rd, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",1122110931,,,,,,,,,,,,
Star Opticians,,BALLIMARAN,1123916475,,"Sharif Manzil, 5132, Ballimaran Rd, New Delhi, Delhi 110006

",1123916475,,,,,,,,,,,,
Plaza Optical Company,,BALLIMARAN,1123982785,,"5077 Rehman Street Ballimaran Chandni Chowk, New Delhi, Delhi 110006

",1123982785,,,,,,,,,,,,
A One Opticals,,BALLIMARAN,,,"2342 katra alam baig, Balli Maran, Delhi, 110006

",,,,,,,,,,,,,
Fancy Opticians,,BALLIMARAN,1123993306,,"2378-VI, Chacham Building, Ballimaran Rd, New Delhi, Delhi 110006

",1123993306,,,,,,,,,,,,
Nazia Optical traders,,BALLIMARAN,1122182321,,"Sharif Manzil, 5120, Ballimaran Rd, Chandni Chowk, New Delhi, Delhi 110006

",1122182321,,,,,,,,,,,,
United  Optical Co.,,BALLIMARAN,1123940975,,"5974, 1st Floor, ballimaran Chandni Chowk, New Delhi, Delhi 110006

",1123940975,,,,,,,,,,,,
Chetan Optical Co,,BALLIMARAN,9811335777,,"2383-84, Chashma Building, Ballimaran Rd, Chandni Chowk, Delhi, 110006

",9811335777,9811335777,https://api.whatsapp.com/send?phone=+919811335777,Didnt pick up call,,,,,,,,,
Perfect Traders,,BALLIMARAN,1123926636,,"Shop No:5147, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",1123926636,,,,,,,,,,,,
Gujarat Optcians,,BALLIMARAN,1141517148,,"Sharif Manzil, Shop No:5132, Ballimaran Rd, Balli Maran, Chandni Chowk, New Delhi, Delhi 110006

",1141517148,,,,,,,,,,,,
Ocasa Optics,,BALLIMARAN,1123972672,,"5107, Chandni Chowk Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",1123972672,,,,,,,,,,,,
Rehmani Opticals,,BALLIMARAN,9891302786,8826982342,"5189, Balli Maran Gali, Chandni Chowk Road, near Galit Haveli, Old Delhi, Delhi 110006

",9891302786,9891302786,https://api.whatsapp.com/send?phone=+919891302786,,,,,,,,,,
Polite Optical Company,,BALLIMARAN,1123912643,,"2341-k, Alam Beg, Ballimaran, Ballimaran, New Delhi, Delhi 110006

",1123912643,,,,,,,,,,,,
Marine Optics,,BALLIMARAN,,,"5172/2 Phatak hakeem mehmood khan, Ballimaran Rd, Delhi 110006

",,,,,,,,,,,,,
Casa Optics,,BALLIMARAN,1123972672,,"Shop No:5107, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",1123972672,,,,,,,,,,,,
Master Eye Wear,,BALLIMARAN,9811230541,,"Shop No:5133, Ballimaran Rd, Balli Maran, Katra Nawab, Chandni Chowk, New Delhi, Delhi 110006

",9811230541,9811230541,https://api.whatsapp.com/send?phone=+919811230541,Not interested,,,,,,,,,
,,BALLIMARAN,,,,,,,,,,,,,,,,
Khokhar Opticals & Eye Care Centre,sahil,BAWANA,098110 17296,,"Auchandi Main Rd, opp. Andhra bank, Bawana Industrial Area, Sector 2, Delhi 110039",98110 17296,9811017296,https://api.whatsapp.com/send?phone=+919811017296,,,,,,,,,,
Shyam Eye Care Centre,sahil,BAWANA,098112 69379,,"Opp. Petrol Pump, Bawana Rd, Bawana, Delhi 110039",98112 69379,9811269379,https://api.whatsapp.com/send?phone=+919811269379,,,,,,,,,,
Jyoti Opticals & Contact Lens Clinic,sahil,BAWANA,092688 10380,,"Ram Gopal Market,Narela, MDR 138, Asthal Colony, Bawana, Delhi, 110039",92688 10380,9268810380,https://api.whatsapp.com/send?phone=+919268810380,,,,,,,,,,
Kailash Opticals,,BAWANA,093502 10129,,"Dhandhu Ram Market, Main Bus Stand, Bawana, Delhi, 110039",93502 10129,9350210129,https://api.whatsapp.com/send?phone=+919350210129,,,,,,,,,,
Vision Eye Care & Optical,,BAWANA,097115 61781,,"Bawana Road, Prahladpur, Delhi 110042",97115 61781,9711561781,https://api.whatsapp.com/send?phone=+919711561781,,,,,,,,,,
Eye Hospital Param Nethralaya in Bawana,,BAWANA,098718 10003,,"132, First Floor, Main Auchandi Road, Bawana, Delhi, 110039",98718 10003,9871810003,https://api.whatsapp.com/send?phone=+919871810003,,,,,,,,,,
Zoom Opticals,,BAWANA,098714 23554,,"Bawana Rd, Pooth khurd, Puth Khurd Village, Delhi, 110039",98714 23554,9871423554,https://api.whatsapp.com/send?phone=+919871423554,,,,,,,,,,
Jai opticals,,BAWANA,9891669941,,"Opp Bharat Petrol Pump, Bawana, Delhi - 110039",9891669941,9891669941,https://api.whatsapp.com/send?phone=+919891669941,,,,,,,,,,
Rana Eye Care,,BAWANA,9212289142,,"Shop No-2, Society Market, Qutabgarh, Delhi - 110039, Main Bus Stand",9212289142,9212289142,https://api.whatsapp.com/send?phone=+919212289142,,,,,,,,,,
,,BAWANA,,,,,,,,,,,,,,,,
,,BAWANA,,,,,,,,,,,,,,,,
,,BAWANA,,,,,,,,,,,,,,,,
,,BAWANA,,,,,,,,,,,,,,,,
,,BAWANA,,,,,,,,,,,,,,,,
,,BAWANA,,,,,,,,,,,,,,,,
AMIT OPTICAL,,BIJWASAN,8010636092,,MAIN ROAD BIJWASAN NAYAK PURA BIJWASAN N.D. 110061,8010636092,8010636092,https://api.whatsapp.com/send?phone=+918010636092,,,,,,,,,,
SHIV OPTICALS ,,BIJWASAN,9350019957,,BIJWASAN ROAD OPPOSITE OLD POST OFFICE NAYAK PURA N.D 110061,9350019957,9350019957,https://api.whatsapp.com/send?phone=+919350019957,already having online platform and was only interested in wholesale and retail,,,,,,,,,
R.R EYE CARE,,BIJWASAN,9718753318,,VILLAGE BIJWASAN NEAR GOLOK DHAM HOLI CHOWK ROAD N.D 110061,9718753318,9718753318,https://api.whatsapp.com/send?phone=+919718753318,,,,,,,,,,
TRIVANI MATERNITY SURGICAL AND EYE CENTER,,BIJWASAN,9810093892,,PLOT NO. 276 MAIN ROAD KAPASHERA ,9810093892,9810093892,https://api.whatsapp.com/send?phone=+919810093892,,,,,,,,,,
EYE CARE SANT NAGAR,,BURARI,8860008622,,BLOCK A1 GURU NANAK SMARG SANT NAGAR 110084,8860008622,8860008622,https://api.whatsapp.com/send?phone=+918860008622,will let know later,,,,,,,,,
ARIHANT EYE CENTER ,,BURARI,11276113650,,SHOP NO. 4 NANDANI BHAWAN NEAR CANERA BANK BURARI 110084,11276113650,,,,,,,,,,,,
KARUNA EYE CARE AND OPTICALS,,BURARI,8882110123,8920295317,SHOP NO. 556 MAIN BURARI CHOWK BURARI 110084,8882110123,8882110123,https://api.whatsapp.com/send?phone=+918882110123,not interested for online platform,,,,,,,,,
VIKAS EYE CARE ,,BURARI,9718194716,,NEAR MAIN ROAD PILI KOTHI ROAD NATHUPURA 110084,9718194716,9718194716,https://api.whatsapp.com/send?phone=+919718194716,,,,,,,,,,
SHIVANJALI VISION EYE CARE,,BURARI,8700209797,,ICICI ATM 25 FEET ROAD 111GALI NO. 15 SANT NAGAR 110084,8700209797,8700209797,https://api.whatsapp.com/send?phone=+918700209797,,,,,,,,,,
ARIHANT EYE CENTER ,,BURARI,9312705038,,MAIN ROAD SANT NAGAR MARG BURARI 110084,9312705038,9312705038,https://api.whatsapp.com/send?phone=+919312705038,,,,,,,,,,
VAIBHAV EYE CENTER,,BURARI,9278636714,,624/4 NATHU COLONY NATHUPURA 110084,9278636714,9278636714,https://api.whatsapp.com/send?phone=+919278636714,status shared till evening,,,,,,,,,
AXIS SIGHT CARE ,,BURARI,7503100615,,HOUSE NO. 25/2 GROUND FLOOR MAIN MARKET 110084,7503100615,7503100615,https://api.whatsapp.com/send?phone=+917503100615,,,,,,,,,,
TOPSUN EYE,,BURARI,8448546548,,PLOT NO. 3 WAZIRABAD DELHI 110084,8448546548,8448546548,https://api.whatsapp.com/send?phone=+918448546548,number out of service,,,,,,,,,
SIGHT CARE CLINIC,,BURARI,9810824702,9910793901,SHOP NO. 16 MAHARAJA AGRESAN COMPLEX MAIN ROAD SANT NAGAR BUS STAND 110084,9810824702,9810824702,https://api.whatsapp.com/send?phone=+919810824702,not interested,,,,,,,,,
mamta devi eye care and optical center,rohan,BURARI,9899002056,8527274653,MAIN ROAD BURARI DELHI 110084,9899002056,9899002056,https://api.whatsapp.com/send?phone=+919899002056,store name change,,,,,,,,,
ASHIYANA EYE HOSPITAL ,,BURARI,8076143287,8470047489,GALI NO. 5 JAGATPUR DELHI 110084,8076143287,8076143287,https://api.whatsapp.com/send?phone=+918076143287,,,,,,,,,,
VIKAS EYE CARE ,,BURARI,9210841308,,25 FOOTA ROAD SANT NAGAR BURARI 110084,,,,will confirm later,,,,,,,,,
R.K EYE CARE ,,BURARI,9958543443,,MAIN MARKET  BUDH BAZAR ROAD NATHU PURA NEW DELHI 110084,,,,not interested,,,,,,,,,
TOPSUN EYE,,BURARI,8448546548,,PLOT NO.3 CN-6 RD NUMBER 1 SANGAM VIHAR WAZIRABAD 110084,,,,number out of service,,,,,,,,,
,,BURARI,,,,,,,,,,,,,,,,
,,BURARI,,,,,,,,,,,,,,,,
VENUS OPTICS,,Chandni chowk,011 2396 6434,,"6491, Katra Bariyan, Fatehpuri, Chandni Chowk",1 2396 6434,,,,,,,,,,,,
Optical Store,,Chandni chowk,099715 20926,,"Shop No:5995, Ballimaran Road, Opposite Chashma Building,",99715 20926,9971520926,https://api.whatsapp.com/send?phone=+919971520926,,,,,,,,,,
Anas Optical Co,,Chandni chowk,098108 93860,,"6498, Chowk Fathepuri, Sadar Bazaar",98108 93860,9810893860,https://api.whatsapp.com/send?phone=+919810893860,Will tell u later,,,,,,,,,
LEGEND TRADERS,,Chandni chowk,098108 88857,,"2224, NAYA MUHALLA, QASIM JAAN, STREET, Balli Maran,",98108 88857,9810888857,https://api.whatsapp.com/send?phone=+919810888857,,,,,,,,,,
Khurshid Opticians,,Chandni chowk,011 2391 9906,,"2305, Chandani Chowk, Ballimaran Street,",1 2391 9906,,,,,,,,,,,,
Khairi Opticians,,Chandni chowk,011 2397 4783,,"5076/1, Kucha Rehman Gali, Balli Maran, Katra Rathi,",1 2397 4783,,,,,,,,,,,,
Royal Opticals,,Chandni chowk,1123924165,,"251/1, Fathepuri, Chandni Chowk, Katra Bariyan, Lal Kuan Bazar, Old Delhi, New Delhi, Delhi 110006

",1123924165,,,,,,,,,,,,
Grand Opticals,,Chandni chowk,1123957532,,"185, Katra Bariyan, Naya Bans, Katra Pedan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123957532,,,,,,,,,,,,
Zee Optics,,Chandni chowk,1123938175,,"218/1, Kandle Kashan Street, Fatehpuri, Fatehpuri, New Delhi, Delhi 110006

",1123938175,,,,,,,,,,,,
New India Opticals,,Chandni chowk,1123989114,,"6474-75, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123989114,,,,,,,,,,,,
RS Optical Repairing Centre,,Chandni chowk,,,"65, Katra Bariyan, Naya Bans, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",,,,,,,,,,,,,
Varsha Opticals,,Chandni chowk,1143526412,,"260, 261, Gali Kandle Kashan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1143526412,,,,,,,,,,,,
Grace Opticals,,Chandni chowk,9810461120,,"6464, Katra Bariyan, Pocket C 1, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",9810461120,9810461120,https://api.whatsapp.com/send?phone=+919810461120,Will tell h after 1 hr,,,,,,,,,
CK Optics,,Chandni chowk,1122945423,,"6464/01, Katra Baryan, Chandni Chowk, Katra Bariyan, Naya Bans, Fatehpuri, Old Delhi, New Delhi, Delhi 110006

",1122945423,,,,,,,,,,,,
Pankaj Optical Co.,,Chandni chowk,1123931652,,"257, Street, Gali Kandle Kashan, Balli Maran, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123931652,,,,,,,,,,,,
Zaha Opticals,,Chandni chowk,9654502036,,"6479/18, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",9654502036,9654502036,https://api.whatsapp.com/send?phone=+919654502036,,,,,,,,,,
Metro Opticals,Puru,Chandni chowk,9810587831,,"Fatehpuri Chowk, 6495, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",9810587831,9810587831,https://api.whatsapp.com/send?phone=+919810587831,Not interested ,,,,,,,,,
Radha Optics,,Chandni chowk,1122823646,,"222, 227, Kandle Kashan Gali, Fatehpuri, Fatehpuri, New Delhi, Delhi 110006

",1122823646,,,,,,,,,,,,
Chopra Opticals,Puru,Chandni chowk,9811522804,,"215, Gali Kandle Kashan, Baradari, Chandni Chowk, New Delhi, Delhi 110006

",9811522804,9811522804,https://api.whatsapp.com/send?phone=+919811522804,Not interested,,Chandni chowk,9811522805,,"215, Gali Kandle Kashan, Baradari, Chandni Chowk, New Delhi, Delhi 110006

",9811522805,9811522805,https://api.whatsapp.com/send?phone=+919811522805,Chopra Opticals
Crown Opticals,,Chandni chowk,9911756206,,"6479/1, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",9911756206,9911756206,https://api.whatsapp.com/send?phone=+919911756206,,,,,,,,,,
Sad Guru Optics Corner,,Chandni chowk,9654778803,,"278, Katra Bariyan, Fatehpuri, Old Delhi, New Delhi, Delhi 110006

",9654778803,9654778803,https://api.whatsapp.com/send?phone=+919654778803,,,,,,,,,,
SRV Optical Enterprises,,Chandni chowk,1123991088,,"Shop No, 286, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",1123991088,,,,,,,,,,,,
Shah Optics,,Chandni chowk,1123952396,,"215, Kandle Kashan Gali, Fatehpuri, Fatehpuri, New Delhi, Delhi 110006

",1123952396,,,,,,,,,,,,
Manu Opticals,,Chandni chowk,9650447716,,"72, Gali Mem Wali,, Katra Bariyan, Fatehpuri, New Delhi, Delhi 110006

",9650447716,9650447716,https://api.whatsapp.com/send?phone=+919650447716,Will look into the model,,,,,,,,,
Pacific Opticals,,Chandni chowk,,,"679/15, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi, Delhi 110006

",,,,,,,,,,,,,
Naresh Optics,,Chandni chowk,9711197112,,"214/2, Gali Kandle Kashan, Fatehpuri, Old Delhi, New Delhi, Delhi 110006

",9711197112,9711197112,https://api.whatsapp.com/send?phone=+919711197112,Didnt pick call,,,,,,,,,
Bhawna Opticals,,Chandni chowk,1123987912,,"125/127, Gali Kandle Kashan, Baradari, Chandni Chowk, New Delhi, Delhi 110006

",1123987912,,,,,,,,,,,,
,,Chandni chowk,,,,,,,,,,,,,,,,
,,Chandni chowk,,,,,,,,,,,,,,,,
,,Chandni chowk,,,,,,,,,,,,,,,,
,,Chandni chowk,,,,,,,,,,,,,,,,
,,Chandni chowk,,,,,,,,,,,,,,,,
Ankit Opticals,Puru,Chandni chowk,9899120572,,"106, Near Mandir,, Gali Kandle Kashan, Fatehpuri, New Delhi, Delhi 110006

",9899120572,9899120572,https://api.whatsapp.com/send?phone=+919899120572,He will also talk to his elder brother and then update me,,,,,,,,,
Divya Opticals,,CHATTARPUR,011 2680 5453,,"619/23, Main Chhatarpur Rd, Near Bank Of India, Block A1, Chattarpur, Chhatarpur, New Delhi, Delhi 110074",1 2680 5453,,,,,,,,,,,,
Amar Opticals,,CHATTARPUR,9811764986,,"Shop no 1 Chhatarpur near bank of India, Chhatarpur, New Delhi, Delhi 110074",9811764986,9811764986,https://api.whatsapp.com/send?phone=+919811764986,,,,,,,,,,
Singh Optician,,CHATTARPUR,099719 19791,,"Main Chhatarpur Rd, near Axis Bank ATM, Block A1, Chattarpur, Chhatarpur, New Delhi, Delhi 110074",99719 19791,9971919791,https://api.whatsapp.com/send?phone=+919971919791,,,,,,,,,,
Jha Opticals,,CHATTARPUR,9953675142,,"Shop No.4, Sharma Complex, near Agerwal property, Dr Ambedkar Colony, Chhatarpur, New Delhi, Delhi 110074",,,,,,,,,,,,,
Nayan Optical,,CHATTARPUR,9818703823,,"A-91, Suman Chowk, Chhatarpur Extension, New Delhi, Delhi 110074",9818703823,9818703823,https://api.whatsapp.com/send?phone=+919818703823,"Good response, ask everything will look",,,,,,,,,
New Pro-Vision Opticals,,CHATTARPUR,095606 44150,,"C-131, DR Ambedkar Colony, Phase 2, Chattarpur Enclave, Chhatarpur, New Delhi, Delhi 110074",95606 44150,9560644150,https://api.whatsapp.com/send?phone=+919560644150,,,,,,,,,,
Nisha Opticals,,CHATTARPUR,011 2680 8786,,"Main Chhatarpur Rd, Near Chavpal, Tyagi Mohalla, Block A1, Chattarpur, Chhatarpur, New Delhi, Delhi 110074",,,,,,,,,,,,,
M/S Jay Kalka Store,,CHATTARPUR,078273 92917,,"260/2, Maidan Garhi Rd, Phase 2, Chattarpur Enclave, Chhatarpur, New Delhi, Delhi 110030",,,,,,,,,,,,,
Amar Sons,,CHATTARPUR,093121 21009,,"Shop No - 1 , Near Bank Of India , Vandana Medicos Main Road, Chhattarpur, New Delhi, Delhi 110074",93121 21009,9312121009,https://api.whatsapp.com/send?phone=+919312121009,Not interested,,,,,,,,,
Optical Shoppe,,CHATTARPUR,8860607474,,"Plot no A -280 ,Shop no. 3 Maidan Ghari road,Chattarpur,Delhi-110074",8860607474,8860607474,https://api.whatsapp.com/send?phone=+918860607474,,,,,,,,,,
Siddharth Optical Shop,,CHATTARPUR,9999013279,,"60 Feet Rd. , Chattarpur ,Delhi -110074",9999013279,9999013279,https://api.whatsapp.com/send?phone=+919999013279,,,,,,,,,,
Optical And Dental,,CHATTARPUR,9868315808,,"Royal Complex ,Main Rd. , Chattarpur,Delhi-110074",9868315808,9868315808,https://api.whatsapp.com/send?phone=+919868315808,,,,,,,,,,
Sharma Opticals,,CHATTARPUR,8376897572,,"K-7 ,Gali No. 2 ,Diwan Singh Complex, Chattarpur, Delhi-110074",8376897572,8376897572,https://api.whatsapp.com/send?phone=+918376897572,,,,,,,,,,
,,CHATTARPUR,,,,,,,,,,,,,,,,
,,CHATTARPUR,,,,,,,,,,,,,,,,
,,CHATTARPUR,,,,,,,,,,,,,,,,
,,CHATTARPUR,,,,,,,,,,,,,,,,
,,CHATTARPUR,,,,,,,,,,,,,,,,
Eye Care Opticals,,DEOLI,011 6590 2203,,"d-block, 200, Deoli Rd, near Cambridge international school, Pkt A, Jawahar Park, Khanpur,Delhi62",,,,,,,,,,,,,
New Delhi Opticals,,DEOLI,011 6569 9870,,"Shop no.D, 134, Deoli Rd, D Block, Krishna Park Colony, Jawahar Park, Khanpur,Delhi 110062",1 6569 9870,,,,,,,,,,,,
Satya Optical House,,DEOLI,092507 46557,,"B-118, Duggal Colony, Devali, Khanpur, Khanpur, New Delhi, Delhi 110062",92507 46557,9250746557,https://api.whatsapp.com/send?phone=+919250746557,.,,,,,,,,,
Sai Optical,,DEOLI,075032 96293,,"Holi Chowk, Khanpur, Ch Juglal Bhure Marg, Block B, Devli, Sangam Vihar, Delhi 110062",75032 96293,7503296293,https://api.whatsapp.com/send?phone=+917503296293,.,,,,,,,,,
Amit Opticals,,DEOLI,088005 73787,,"596/1, Shop no-24, Lal Dora Market, Devli Extension, near Falcon Factory, Sangam Vihar, Delhi80",88005 73787,8800573787,https://api.whatsapp.com/send?phone=+918800573787,Response is good but atlst said no requirement rightnow,,,,,,,,,
